Total_Caribou,HERD,Date,year,Lat,Long,HerdYear,Month,season,phase
1,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
1,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
2,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
1,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
3,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
6,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
1,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
1,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
3,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
5,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
7,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
5,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
3,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
2,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
1,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
3,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
1,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
3,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
2,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
2,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
1,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
3,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
3,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
4,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
1,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
2,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
2,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
2,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
1,Mt_Peyton,2010-05-06T02:30:00Z,2010,,,Mt_Peyton_2010,5,Calving,2001-2013
3,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
14,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
4,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
1,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
2,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
2,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
7,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
5,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
1,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
11,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
11,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
1,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
1,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
1,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
6,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
4,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
9,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
5,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
4,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
1,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
1,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
8,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
7,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
6,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
8,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
3,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
1,Mt_Peyton,2011-06-17T02:30:00Z,2011,,,Mt_Peyton_2011,6,Calving,2001-2013
3,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
3,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
3,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
2,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
4,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
8,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
2,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
2,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
2,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
3,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
8,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
2,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
3,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
3,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
5,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
9,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
2,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
5,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
2,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
2,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
4,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
3,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
3,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
3,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
2,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
4,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
2,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
4,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2011-05-09T02:30:00Z,2011,,,Mt_Peyton_2011,5,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
2,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
5,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
13,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
6,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
5,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
10,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
10,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
11,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
2,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
4,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
2,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
2,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
10,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
5,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
2,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
3,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
2,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
2,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
3,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
16,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
2,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
3,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
12,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
1,Mt_Peyton,2012-06-11T02:30:00Z,2012,,,Mt_Peyton_2012,6,Calving,2001-2013
12,Mt_Peyton,2007-10-12T02:30:00Z,2007,,,Mt_Peyton_2007,10,Autumn,2001-2013
6,Mt_Peyton,2007-10-12T02:30:00Z,2007,,,Mt_Peyton_2007,10,Autumn,2001-2013
8,Mt_Peyton,2007-10-12T02:30:00Z,2007,,,Mt_Peyton_2007,10,Autumn,2001-2013
11,Mt_Peyton,2007-10-12T02:30:00Z,2007,,,Mt_Peyton_2007,10,Autumn,2001-2013
7,Mt_Peyton,2007-10-12T02:30:00Z,2007,,,Mt_Peyton_2007,10,Autumn,2001-2013
3,Mt_Peyton,2007-10-12T02:30:00Z,2007,,,Mt_Peyton_2007,10,Autumn,2001-2013
2,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
4,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
13,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
39,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
5,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
3,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
3,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
6,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
17,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
23,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
3,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
4,Mt_Peyton,2008-10-15T02:30:00Z,2008,,,Mt_Peyton_2008,10,Autumn,2001-2013
41,Mt_Peyton,2010-11-03T02:30:00Z,2010,,,Mt_Peyton_2010,11,Winter,2001-2013
4,Mt_Peyton,2010-11-03T02:30:00Z,2010,,,Mt_Peyton_2010,11,Winter,2001-2013
5,Mt_Peyton,2010-11-03T02:30:00Z,2010,,,Mt_Peyton_2010,11,Winter,2001-2013
1,Mt_Peyton,2010-11-03T02:30:00Z,2010,,,Mt_Peyton_2010,11,Winter,2001-2013
16,Mt_Peyton,2010-11-03T02:30:00Z,2010,,,Mt_Peyton_2010,11,Winter,2001-2013
2,Mt_Peyton,2010-11-03T02:30:00Z,2010,,,Mt_Peyton_2010,11,Winter,2001-2013
6,Mt_Peyton,2010-11-03T02:30:00Z,2010,,,Mt_Peyton_2010,11,Winter,2001-2013
4,Mt_Peyton,2010-11-03T02:30:00Z,2010,,,Mt_Peyton_2010,11,Winter,2001-2013
3,Mt_Peyton,2010-11-03T02:30:00Z,2010,,,Mt_Peyton_2010,11,Winter,2001-2013
3,Mt_Peyton,2010-11-03T02:30:00Z,2010,,,Mt_Peyton_2010,11,Winter,2001-2013
6,Mt_Peyton,2010-11-03T02:30:00Z,2010,,,Mt_Peyton_2010,11,Winter,2001-2013
2,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
1,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
1,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
1,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
4,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
2,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
2,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
1,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
15,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
35,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
3,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
6,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
5,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
203,Mt_Peyton,2003-06-18T02:30:00Z,2003,"","",Mt_Peyton_2003,6,Calving,2001-2013
4,Mt_Peyton,2006-10-06T02:30:00Z,2006,"","",Mt_Peyton_2006,10,Autumn,2001-2013
11,Mt_Peyton,2006-10-06T02:30:00Z,2006,"","",Mt_Peyton_2006,10,Autumn,2001-2013
1,Mt_Peyton,2006-10-06T02:30:00Z,2006,"","",Mt_Peyton_2006,10,Autumn,2001-2013
2,Mt_Peyton,2006-10-06T02:30:00Z,2006,"","",Mt_Peyton_2006,10,Autumn,2001-2013
5,Mt_Peyton,2006-10-06T02:30:00Z,2006,"","",Mt_Peyton_2006,10,Autumn,2001-2013
17,Mt_Peyton,2006-10-06T02:30:00Z,2006,"","",Mt_Peyton_2006,10,Autumn,2001-2013
5,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
15,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
3,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
9,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
15,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
25,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
3,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
6,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
8,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
50,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
3,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
3,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
3,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
13,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
8,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
2,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
10,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
28,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
78,Northern_Penn_No_Hunt,2009-11-03T03:30:00Z,2009,,,Northern_Penn_No_Hunt_2009,11,Winter,2001-2013
1,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
6,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
5,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
6,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
5,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
3,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
1,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
4,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
1,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
1,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
1,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
1,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
2,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
4,St_Anthony,2004-03-26T03:30:00Z,2004,,,St_Anthony_2004,3,Winter,2001-2013
3,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
8,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
2,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
2,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
2,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
10,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
5,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
2,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
8,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
8,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
2,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
19,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
26,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
9,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
5,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
20,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
2,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
5,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
7,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
5,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
9,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
1,St_Anthony,2008-06-10T02:30:00Z,2008,,,St_Anthony_2008,6,Calving,2001-2013
